age_group,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,dale_chall,smog_index,avg_sentence_length,vocab_richness,avg_word_length,long_word_ratio,num_sentences,num_words,content_word_ratio,violence_score,profanity_score,adult_score,drug_score,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,dialogue_ratio,exclamation_ratio,question_ratio
+4,106.706,-0.20442857142857207,2.285714285714286,5.972628571428571,4.49470755709684,6.6923076923076925,0.465,3.495,0.015,39.0,200.0,0.475,0.0,0.0,0.0,0.0,0.225,0.01,0.765,0.9922,0.26798748696558916,0.02631578947368421,0.13157894736842105
+4,99.13859890109892,1.571785714285717,4.874725274725275,6.601501648351649,6.297961479604793,11.384615384615385,0.5714285714285714,3.5714285714285716,0.0625,13.0,112.0,0.49107142857142855,0.0,0.0,0.0,0.0,0.03,0.055,0.915,-0.4374,0.30434782608695654,0.15384615384615385,0.07692307692307693
+12,56.28261538461541,9.231000000000002,10.753846153846155,9.531326923076923,11.20814326018867,16.357142857142858,0.7336683417085427,4.944723618090452,0.25125628140703515,14.0,199.0,0.5728643216080402,0.0,0.0,0.0,0.0,0.284,0.017,0.699,0.9965,0.32653061224489793,0.0,0.0
+10,80.66300000000001,5.557428571428574,6.714285714285714,7.582021428571428,7.447530270364452,17.692307692307693,0.5909090909090909,3.9444444444444446,0.12626262626262627,13.0,198.0,0.42424242424242425,10.101,0.0,0.0,0.0,0.051,0.143,0.806,-0.9711,0.005719733079122974,0.0,0.0
+10,65.01598199329987,8.31066582914573,10.050418760469013,10.171998157453936,11.038039088145766,18.692307692307693,0.6683417085427136,4.809045226130653,0.20100502512562815,13.0,199.0,0.6130653266331658,0.0,0.0,0.0,0.0,0.116,0.03,0.854,0.9223,0.3865336658354115,0.16666666666666666,0.16666666666666666
+18,26.815405405405443,16.084710424710426,17.70656370656371,11.178005791505791,16.439396014739867,35.833333333333336,0.6353591160220995,5.038674033149171,0.281767955801105,6.0,181.0,0.56353591160221,5.5249,0.0,0.0,0.0,0.139,0.062,0.799,0.9445,0.0,0.0,0.0
+10,53.79395104895107,9.53989898989899,11.344832944832945,10.05401686091686,11.51311941424646,20.416666666666668,0.7563451776649747,5.101522842639594,0.24873096446700507,12.0,197.0,0.6142131979695431,0.0,0.0,0.0,0.0,0.292,0.0,0.708,0.9971,0.20253164556962025,0.25,0.08333333333333333
+4,88.9670471014493,3.2309782608695663,3.833333333333334,5.759485507246376,7.168621630094336,11.166666666666666,0.5565217391304348,4.095652173913043,0.09565217391304348,12.0,115.0,0.4608695652173913,0.0,0.0,0.0,0.0,0.361,0.045,0.594,0.9935,0.0,0.25,0.0
+10,57.81954545454548,9.666363636363638,10.432323232323235,9.633138383838386,11.20814326018867,22.6,0.7908163265306123,4.964285714285714,0.22959183673469388,10.0,196.0,0.6122448979591837,0.0,0.0,0.0,0.0,0.144,0.007,0.85,0.9661,0.0,0.1,0.0
+4,95.926,1.8670000000000009,3.8000000000000003,6.63865,5.108053359733372,7.967741935483871,0.54,3.785,0.05,31.0,200.0,0.525,0.0,0.0,0.0,0.0,0.125,0.072,0.803,0.8246,0.0814299900695134,0.13333333333333333,0.03333333333333333
+18,41.68823096446704,12.338685279187818,15.39269035532995,11.26625959390863,14.554592549557764,22.7,0.6307692307692307,5.220512820512821,0.2923076923076923,10.0,195.0,0.5128205128205128,20.5128,0.0,0.0,0.0,0.06,0.117,0.823,-0.9061,0.0,0.0,0.0
+12,60.23928571428574,9.825714285714287,12.571428571428573,9.591071428571428,12.28987398476788,23.142857142857142,0.7050359712230215,4.496402877697841,0.19424460431654678,7.0,139.0,0.5539568345323741,21.5827,0.0,0.0,0.0,0.084,0.125,0.791,-0.6428,0.0,0.0,0.0
+12,34.83145454545456,12.917909090909095,15.072727272727276,10.933268181818182,14.683698258229963,19.583333333333332,0.751269035532995,5.395939086294416,0.27918781725888325,12.0,197.0,0.6192893401015228,0.0,0.0,0.0,0.0,0.19,0.0,0.81,0.992,0.2765151515151515,0.0,0.0
+10,71.6718216080402,6.793772433596555,7.695764536970568,9.578412993539125,8.634040054169528,17.428571428571427,0.6030150753768844,4.567839195979899,0.20100502512562815,14.0,199.0,0.6030150753768844,0.0,0.0,0.0,0.0,0.209,0.02,0.77,0.9914,0.19240724762726488,0.07692307692307693,0.07692307692307693
+4,95.61741896758704,2.07078831532613,5.091476590636255,5.998863505402161,7.048011613610866,10.470588235294118,0.47619047619047616,3.5850340136054424,0.08163265306122448,17.0,147.0,0.4897959183673469,0.0,0.0,0.0,0.0,0.221,0.062,0.718,0.9827,0.24752475247524752,0.17647058823529413,0.058823529411764705
